,reviews,scores,compound,comp_score
10343, I think I got fake version because the chain is so hard it's not flexible when I wear it sits like a box on my hand ,"{'neg': 0.226, 'neu': 0.58, 'pos': 0.194, 'compound': 0.0175}",0.0175,pos
10344, Fantastic watch by fastrack.Thankyou fastrack❤*Only one point... In the pics watch looks big n in real it's little bit smaller. ,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5574}",0.5574,pos
10346, Myh sister really love this watch⌚....❤️💋 At rupees of 1500 not bad...love this colour n shape n size...value for money 😍🥰 ,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.6697}",0.6697,pos
10347, Satisfied..got from cheap price but the quality is awesome.. thank you Amazon ,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.6486}",0.6486,pos
10348, nice product thank you amazon👌👌😍 ,"{'neg': 0.0, 'neu': 0.361, 'pos': 0.639, 'compound': 0.6486}",0.6486,pos
10349, Good product worth for money..... ,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.5859}",0.5859,pos
10351," Excellent watch 😊,I really like it 😊... ","{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.7574}",0.7574,pos
10352, I ordered for my wife.It’s really worthy ,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4927}",0.4927,pos
10354, I'm happy ,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
10355, produc I had purchased in feb 2021. design i awesome finishing is also very nice. Belt of the watch is little bit large that normal bu adjustable.Overall a great experience. Must buy. No age barrier ,"{'neg': 0.088, 'neu': 0.643, 'pos': 0.269, 'compound': 0.8622}",0.8622,pos
10356, Looks good on hand. ,"{'neg': 0.0, 'neu': 0.247, 'pos': 0.753, 'compound': 0.7269}",0.7269,pos
10357, the size is not comfortable ,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4023}",-0.4023,neg
10358, Great product from Amazon ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.7003}",0.7003,pos
10359, Comes with big size. Need to adjust size as per wrist size. Interior looks could be improved ,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4767}",0.4767,pos
10360, Very elegant watch. Dial is medium size. Slightly bigger than the 2rupee coin size. Colour of the dail and the solid steel strap gives that awesome look. Watch is orginal. Received it in a perfect condition. And prompt delivery.  Satisfied.Only con I want to mention here is warranty card was not sealed. Purchased 2 watches from amazon Fastrack and titan both were not stamped to claim warranty. ,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.9299}",0.9299,pos
10361, Fastrak is very impressive ,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5563}",0.5563,pos
10362, I love FastTrack products❤️ the way they finish of in their style is very unique and well designed but for budget you have to compramise what have selected ,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.5076}",0.5076,pos
10363, Watch is very good but dial is some small. ,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2724}",0.2724,pos
10364, I'm happy ,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
10365, produc I had purchased in feb 2021. design i awesome finishing is also very nice. Belt of the watch is little bit large that normal bu adjustable.Overall a great experience. Must buy. No age barrier ,"{'neg': 0.088, 'neu': 0.643, 'pos': 0.269, 'compound': 0.8622}",0.8622,pos
10366, Looks good on hand. ,"{'neg': 0.0, 'neu': 0.247, 'pos': 0.753, 'compound': 0.7269}",0.7269,pos
10367, the size is not comfortable ,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4023}",-0.4023,neg
10368, Great product from Amazon ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.7003}",0.7003,pos
10369, Comes with big size. Need to adjust size as per wrist size. Interior looks could be improved ,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4767}",0.4767,pos
10370, Very elegant watch. Dial is medium size. Slightly bigger than the 2rupee coin size. Colour of the dail and the solid steel strap gives that awesome look. Watch is orginal. Received it in a perfect condition. And prompt delivery.  Satisfied.Only con I want to mention here is warranty card was not sealed. Purchased 2 watches from amazon Fastrack and titan both were not stamped to claim warranty. ,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.9299}",0.9299,pos
10371, Fastrak is very impressive ,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5563}",0.5563,pos
10372, I love FastTrack products❤️ the way they finish of in their style is very unique and well designed but for budget you have to compramise what have selected ,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.5076}",0.5076,pos
10373, Watch is very good but dial is some small. ,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2724}",0.2724,pos
10374," The watch is truely awesome , its shape, design, colour and style ; all are perfect but it was quite astonishing to see the dial size, it is indeed too small, but due to it overall look ,it gets adjusted so the display image needs to be rectified.... The small dial size also helps one to use it for school purposes, ideal watch for students, it's good, though the dial size is small, the whole thing is fantastic.....! Loved it .. ","{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.9732}",0.9732,pos
10375, Like ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,pos
10376, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
10377, Nice watch ⌚ ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
10378, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10379, Value for money and it's just amazing watch. ,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.7351}",0.7351,pos
10380," THIS IS A GOOD PRODUCT THIS, LOOKS GOOD & ALSO THE PRODUCT IS ALSO AWESOME ","{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.872}",0.872,pos
10381, Nice watch exactly like shown in Amazon..nice color combination..but little smaller than expected ,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.6486}",0.6486,pos
10382, Dial size small ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10383, Nice color ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
10384, I like this watch... It is an original product.. i took in sell.. so.. i can say.. it is value for money... You will not disappoint with it... If you purchaseAlso.m if you want to gift to your gf.. and any other lady.. as you like.. you can... Give.. appropriately. ,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.8924}",0.8924,pos
10385, Product is good. ,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
10386, Nice watch from fastrack ,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,pos
10387," Valueable, good but dial is bit smaller than I expectedSURELY A GIFTABLE ITEMYOU CAN DEFINITELY ORDER IT WITH OUT ANY EXCITATION ","{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.9081}",0.9081,pos
10388, Nice watch lovely ,"{'neg': 0.0, 'neu': 0.132, 'pos': 0.868, 'compound': 0.765}",0.765,pos
10389, Product is very good looking and looks exactly like the one displayed in the application ,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.6901}",0.6901,pos
10390," Best to buy,for girls with small hands ","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,pos
10391, Gifted to my fiance. Nice product. Now waiting to see the battery life ,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}",0.4215,pos
10392, Good but no value of money ,"{'neg': 0.258, 'neu': 0.276, 'pos': 0.465, 'compound': 0.3071}",0.3071,pos
10393, Wow this so good but small doubt this orginal fastrack or fake ,"{'neg': 0.372, 'neu': 0.402, 'pos': 0.226, 'compound': -0.5998}",-0.5998,neg
10394, Nice.  Fulfilled my expectation ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.6808}",0.6808,pos
10395," This was my first purchase on Watches, I bought it for my sister and trust me I can't be anymore satisfied. ","{'neg': 0.103, 'neu': 0.751, 'pos': 0.146, 'compound': 0.2425}",0.2425,pos
10396, The dial seemed a little big than what it appeared in the photo.Nevertheless it’s a gud buy ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10397, Not that much big as shown in the picture. However a nice one. ,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",0.4215,pos
10398," On time delivery thanks Amazon, as usual Fastrack watches of best and be gifted this watch to my colleague its like very much very good product, ","{'neg': 0.0, 'neu': 0.587, 'pos': 0.413, 'compound': 0.9294}",0.9294,pos
10399," Product is pretty nice and as it is the image given, If you are thinking about to buy it you can go for it. ","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.7184}",0.7184,pos
10400, Nice product ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
10401, So satisfied and on time delivery infact arrived before the given time 😊😊 ,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.4754}",0.4754,pos
10402," Worth the price, has got simple design and is very conformable. Looks perfect on western wear or casuals. ","{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.7063}",0.7063,pos
10403, Original ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,pos
10404, Nice... worth for price... hapie abt the item ,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.2263}",0.2263,pos
10405," Stylish silver wrist watch, look smart. Good for daily use. Price is also reasonable. ","{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6808}",0.6808,pos
10406, Value for money ,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,pos
10407, Supperbbb watch with perfect style and fitting. Got for 1250 bucks ,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5719}",0.5719,pos
10408, It's been 3yrs still the watch looks like a new. ,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.3612,pos
10409, Extremely good looking watch and total value for money. Just go for it. Worth every penny. I would strongly recommend this.Awesome watch. I have gifted to my wife.she really love this watch. ,"{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.9391}",0.9391,pos
10410," Nice watch, liked by my sister ","{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6808}",0.6808,pos
10411, I purchased it for my sister and she love it. ,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369,pos
10412, Good product but dial size is small than expected ,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.2382}",0.2382,pos
10413, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10414, Nice watch ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
10415, Very nice value for money ,"{'neg': 0.0, 'neu': 0.342, 'pos': 0.658, 'compound': 0.6976}",0.6976,pos
10416, Nice watch to handle easy ,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.6908}",0.6908,pos
10417, Good.... Value for money ,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",0.34,pos
10418, Classyyy...loved it..thank you Amazon.😊 ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10419, Very good at this price range. ,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4927}",0.4927,pos
10420," I gift this to the girl I was attempting on , now she has friend zoned me , although the watch is winsome and highly admirable but unlucky for the love birds. ","{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.9061}",0.9061,pos
10421, PERFECT GIFT :) 100% as shown in the figure. Got it at very good price and so happy after receiving it and that too faster than the date of delivery. Amazon delivers genuine products in a faster way and time:) ,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.967}",0.967,pos
10422, Nice watch ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
10423," The product was so nice! The packing was perfect! I totally loved my watch! But I expected the dial to be even more big, the dial was smaller than I expected. But still, J liked this product! ","{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.9026}",0.9026,pos
10424, Nice to gift ,"{'neg': 0.0, 'neu': 0.149, 'pos': 0.851, 'compound': 0.6908}",0.6908,pos
10425, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10426, Like this product ,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,pos
10427, Value for money ,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,pos
10428, Looking very good ,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,pos
10429, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10430, Simply wow... ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10431, Gifted to my cousin. Happy with the Watch. But Warranty card is not filled. Want to know how to get it to be filled. ,"{'neg': 0.052, 'neu': 0.857, 'pos': 0.092, 'compound': 0.254}",0.254,pos
10432, Dail is too small  than I expected. Other than that it is a very good product. ,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4927}",0.4927,pos
10433, Good product...And size problem.. ,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,pos
10434, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10435, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10436, Value for money ,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,pos
10437, Nice watch....loved it ,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,pos
10438, Good morning ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
10439, Nice ...... ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
10440, Good product from Amazon ,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.5574}",0.5574,pos
10441, Nice watch ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
10442, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
10443, Average product ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10444, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10445, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10446, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
10447, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10448, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10449, Its beautiful..and of great quality.. the strap the dial... the size is perfect ..and its water resistant ,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.8316}",0.8316,pos
10450, K...good ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10451, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10452, Its a nice looking watch but the dial is little smaller than I expected buy anyways its value for money ,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.6124}",0.6124,pos
10453, Its beautiful. Original . ,"{'neg': 0.0, 'neu': 0.139, 'pos': 0.861, 'compound': 0.7351}",0.7351,pos
10454, I got this for my sister on her bday and she loved it!!!!!! ,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.7243}",0.7243,pos
10455, Good product ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
10456, Awesome productSame as shown in the picture ,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",0.6249,pos
10457, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
10458, The dial is small when compared to the pics but worth the money perfect for people who prefer simple watch ,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.8126}",0.8126,pos
10459, Good one.. looking nice ,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.6908}",0.6908,pos
10460, value for money ,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,pos
10461, This product is very nice but the dial is very small ,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.2609}",0.2609,pos
10462," Excellent look, trendy. Value for money!! The combination of dark blue dial with stainless steel band makes the watch elegant. ","{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.8684}",0.8684,pos
10463, It's too good. One tme pe a66a ata to uor vi maja ata. ,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,pos
10464," The product is very nice n looks decent,i was totally satisfied with it...so happy ","{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.8716}",0.8716,pos
10465, Nice watch. Good quality. Amazing product. ,"{'neg': 0.0, 'neu': 0.24, 'pos': 0.76, 'compound': 0.8591}",0.8591,pos
10466, Very Nice Product .......☺️ ,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4754}",0.4754,pos
10467, I loved the color... ,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994,pos
